"","accession","organism","taxon_id"
"1750","P29590","Homo sapiens",9606
"1751","Q9BWU0","Homo sapiens",9606
"1752","Q9Y3E5","Homo sapiens",9606
"1753","Q08220","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1754","P62277","Homo sapiens",9606
"1755","Q3ZCQ8","Homo sapiens",9606
"1756","Q96SB3","Homo sapiens",9606
"1757","P00387","Homo sapiens",9606
"1758","Q9GZR2","Homo sapiens",9606
"1759","Q86W50","Homo sapiens",9606
"1760","P23301","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1761","P23542","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1762","P24941","Homo sapiens",9606
"1763","P46672","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1764","P52566","Homo sapiens",9606
"1765","P05694","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1766","P52593","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1767","Q03195","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1768","Q6EEV4","Homo sapiens",9606
"1769","Q05022","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1770","Q10567","Homo sapiens",9606
"1771","P49721","Homo sapiens",9606
"1772","P52758","Homo sapiens",9606
"1773","O75306","Homo sapiens",9606
"1774","Q9H074","Homo sapiens",9606
"1775","Q9NP58","Homo sapiens",9606
"1776","Q99714","Homo sapiens",9606
"1777","Q9Y606","Homo sapiens",9606
"1778","Q9Y5A9","Homo sapiens",9606
"1779","O14579","Homo sapiens",9606
"1780","P23641","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1781","O95363","Homo sapiens",9606
"1782","P49792","Homo sapiens",9606
"1783","Q07020","Homo sapiens",9606
"1784","P11171","Homo sapiens",9606
"1785","P06105","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1786","P50213","Homo sapiens",9606
"1787","P38328","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1788","P35637","Homo sapiens",9606
"1789","Q96K17","Homo sapiens",9606
"1790","P19926","Escherichia coli (strain K12)",83333
"1791","P20290","Homo sapiens",9606
"1792","P42695","Homo sapiens",9606
"1793","P32771","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1794","Q06323","Homo sapiens",9606
"1795","Cont_P00722",NA,NA
"1796","P00722","Escherichia coli (strain K12)",83333
"1797","P33299","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1798","O94903","Homo sapiens",9606
"1799","Q92841","Homo sapiens",9606
"1800","Q8WVC0","Homo sapiens",9606
"1801","P39325","Escherichia coli (strain K12)",83333
"1802","Q9H0W9","Homo sapiens",9606
"1803","Q9NPH2","Homo sapiens",9606
"1804","Q9GZL7","Homo sapiens",9606
"1805","Q02543","Homo sapiens",9606
"1806","Q9Y478","Homo sapiens",9606
"1807","Q9NZZ3","Homo sapiens",9606
"1808","P27692","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1809","Q04182","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1810","A8CG34","Homo sapiens",9606
"1811","Q96HA1","Homo sapiens",9606
"1812","P32521","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1813","P38219","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1814","Q5VT52","Homo sapiens",9606
"1815","P47079","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1816","Q15021","Homo sapiens",9606
"1817","Q15642","Homo sapiens",9606
"1818","Q01080","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1819","Q9Y676","Homo sapiens",9606
"1820","P38264","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1821","Q12160","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1822","Q5F1R6","Homo sapiens",9606
"1823","Q9BY44","Homo sapiens",9606
"1824","Q9BUT9","Homo sapiens",9606
"1825","P54819","Homo sapiens",9606
"1826","Q9BYC8","Homo sapiens",9606
"1827","P78316","Homo sapiens",9606
"1828","P30086","Homo sapiens",9606
"1829","Q9UGN5","Homo sapiens",9606
"1830","P53136","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1831","Q9ULX3","Homo sapiens",9606
"1832","P52594","Homo sapiens",9606
"1833","Q13685","Homo sapiens",9606
"1834","Cont_P00761",NA,NA
"1835","Q06451","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1836","P40548","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1837","P27824","Homo sapiens",9606
"1838","Q13200","Homo sapiens",9606
"1839","P23337","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1840","Q9BQC3","Homo sapiens",9606
"1841","P07172","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1842","P40227","Homo sapiens",9606
"1843","P49848","Homo sapiens",9606
"1844","O75955","Homo sapiens",9606
"1845","Q9Y6A5","Homo sapiens",9606
"1846","P41229","Homo sapiens",9606
"1847","P30049","Homo sapiens",9606
"1848","P40531","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1849","Q15276","Homo sapiens",9606
"1850","P49750","Homo sapiens",9606
"1851","P07342","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1852","P34077","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1853","Q5T200","Homo sapiens",9606
"1854","Q12849","Homo sapiens",9606
"1855","Q8WVJ2","Homo sapiens",9606
"1856","Q969Z0","Homo sapiens",9606
"1857","P39683","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1858","Q12905","Homo sapiens",9606
"1859","O43181","Homo sapiens",9606
"1860","Q99459","Homo sapiens",9606
"1861","P50336","Homo sapiens",9606
"1862","Q8N9T8","Homo sapiens",9606
"1863","Q8NCA5","Homo sapiens",9606
"1864","P53941","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1865","Q93008","Homo sapiens",9606
"1866","P19262","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1867","Q9NWV4","Homo sapiens",9606
"1868","P20604","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1869","Q99661","Homo sapiens",9606
"1870","P30084","Homo sapiens",9606
"1871","P0CS90","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1872","Q9UBU9","Homo sapiens",9606
"1873","P07251","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1874","O94927","Homo sapiens",9606
"1875","P21367","Escherichia coli (strain K12)",83333
"1876","P0AGD3","Escherichia coli (strain K12)",83333
"1877","O95140","Homo sapiens",9606
"1878","P0C0T4","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1879","Q3E792","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1880","Q8N1F7","Homo sapiens",9606
"1881","Q92621","Homo sapiens",9606
"1882","Cont_P05783",NA,NA
"1883","P05783","Homo sapiens",9606
"1884","Cont_Q9N2I2",NA,NA
"1885","Q9NPD8","Homo sapiens",9606
"1886","Q05359","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1887","P50101","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1888","Q9NYP9","Homo sapiens",9606
"1889","Q8N7H5","Homo sapiens",9606
"1890","P52630","Homo sapiens",9606
"1891","P54578","Homo sapiens",9606
"1892","P04792","Homo sapiens",9606
"1893","P62917","Homo sapiens",9606
"1894","P32449","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1895","P0A7J7","Escherichia coli (strain K12)",83333
"1896","O75940","Homo sapiens",9606
"1897","O60216","Homo sapiens",9606
"1898","O43159","Homo sapiens",9606
"1899","Q9Y2W2","Homo sapiens",9606
"1900","Q00764","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1901","P33331","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1902","Q01780","Homo sapiens",9606
"1903","Q9UBE0","Homo sapiens",9606
"1904","P47160","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1905","P25786","Homo sapiens",9606
"1906","Q8IZ73","Homo sapiens",9606
"1907","Q9BUQ8","Homo sapiens",9606
"1908","Cont_Q3SX14",NA,NA
"1909","Q9NRR5","Homo sapiens",9606
"1910","Q13951","Homo sapiens",9606
"1911","O14828","Homo sapiens",9606
"1912","P14314","Homo sapiens",9606
"1913","O76031","Homo sapiens",9606
"1914","P0A870","Escherichia coli (strain K12)",83333
"1915","Q6ZSJ8","Homo sapiens",9606
"1916","Q15942","Homo sapiens",9606
"1917","P27248","Escherichia coli (strain K12)",83333
"1918","Q9NYM9","Homo sapiens",9606
"1919","Q9UHX1","Homo sapiens",9606
"1920","P0A910","Escherichia coli (strain K12)",83333
"1921","P51809","Homo sapiens",9606
"1922","P40693","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1923","P49773","Homo sapiens",9606
"1924","Q5JTZ9","Homo sapiens",9606
"1925","Q8NG31","Homo sapiens",9606
"1926","Q86U44","Homo sapiens",9606
"1927","Q9Y6K9","Homo sapiens",9606
"1928","Q14789","Homo sapiens",9606
"1929","P40363","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1930","P32527","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1931","P0AFG8","Escherichia coli (strain K12)",83333
"1932","Q13423","Homo sapiens",9606
"1933","P0AGJ9","Escherichia coli (strain K12)",83333
"1934","P16140","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1935","P36543","Homo sapiens",9606
"1936","Q86UX7","Homo sapiens",9606
"1937","Q00688","Homo sapiens",9606
"1938","Q96GC5","Homo sapiens",9606
"1939","P13639","Homo sapiens",9606
"1940","P0AGD1","Escherichia coli (strain K12)",83333
"1941","P00830","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1942","P00505","Homo sapiens",9606
"1943","P12081","Homo sapiens",9606
"1944","Q86VM9","Homo sapiens",9606
"1945","Q7L5N1","Homo sapiens",9606
"1946","Q00013","Homo sapiens",9606
"1947","Q96CW1","Homo sapiens",9606
"1948","Q12499","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1949","Q12824","Homo sapiens",9606
"1950","P56537","Homo sapiens",9606
"1951","O75608","Homo sapiens",9606
"1952","Q9NNW7","Homo sapiens",9606
"1953","Q9Y5L0","Homo sapiens",9606
"1954","Q5C9Z4","Homo sapiens",9606
"1955","P0CX23","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1956","P0CX24","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1957","P25619","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1958","P10606","Homo sapiens",9606
"1959","Q8NEJ9","Homo sapiens",9606
"1960","Q01196","Homo sapiens",9606
"1961","P0CX45","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1962","P0CX46","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1963","P16949","Homo sapiens",9606
"1964","P0DTT0","Escherichia coli (strain K12)",83333
"1965","P15019","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1966","P82912","Homo sapiens",9606
"1967","Q15019","Homo sapiens",9606
"1968","Q5QJE6","Homo sapiens",9606
"1969","Q02878","Homo sapiens",9606
"1970","Q04338","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1971","Cont_P05787",NA,NA
"1972","P05787","Homo sapiens",9606
"1973","Q75N03","Homo sapiens",9606
"1974","P0CX41","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1975","P0CX42","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1976","P23724","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1977","Q12460","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1978","Q04080","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"1979","P0A799","Escherichia coli (strain K12)",83333
"1980","Q96DM3","Homo sapiens",9606
"1981","Q9UMX0","Homo sapiens",9606
"1982","P78395","Homo sapiens",9606
"1983","Q9Y3Y2","Homo sapiens",9606
"1984","P49756","Homo sapiens",9606
"1985","P53621","Homo sapiens",9606
"1986","Q99986","Homo sapiens",9606
"1987","Q96KP1","Homo sapiens",9606
"1988","Q12962","Homo sapiens",9606
"1989","O94826","Homo sapiens",9606
"1990","Q14677","Homo sapiens",9606
"1991","Q2NL82","Homo sapiens",9606
"1992","Q9NSI2","Homo sapiens",9606
"1993","P34913","Homo sapiens",9606
"1994","Q9HC35","Homo sapiens",9606
"1995","Q08378","Homo sapiens",9606
"1996","P49137","Homo sapiens",9606
"1997","A5YKK6","Homo sapiens",9606
"1998","P48556","Homo sapiens",9606
"1999","P16603","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2000","Q01581","Homo sapiens",9606
"2001","P32614","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2002","Q9UHB6","Homo sapiens",9606
"2003","P08670","Homo sapiens",9606
"2004","P53551","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2005","O00567","Homo sapiens",9606
"2006","P41743","Homo sapiens",9606
"2007","P30622","Homo sapiens",9606
"2008","P16930","Homo sapiens",9606
"2009","Q71RC2","Homo sapiens",9606
"2010","Q06406","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2011","Q9NUL3","Homo sapiens",9606
"2012","P14747","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2013","Q5SW79","Homo sapiens",9606
"2014","P61225","Homo sapiens",9606
"2015","Q12480","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2016","O43660","Homo sapiens",9606
"2017","Q8IY33","Homo sapiens",9606
"2018","P05362","Homo sapiens",9606
"2019","Q8TEA8","Homo sapiens",9606
"2020","P13073","Homo sapiens",9606
"2021","Cont_P01017",NA,NA
"2022","Q01813","Homo sapiens",9606
"2023","Q7L014","Homo sapiens",9606
"2024","P08397","Homo sapiens",9606
"2025","P07806","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2026","P22695","Homo sapiens",9606
"2027","P62993","Homo sapiens",9606
"2028","Q16698","Homo sapiens",9606
"2029","P22202","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2030","P30656","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2031","Q9BWF3","Homo sapiens",9606
"2032","Q5VW32","Homo sapiens",9606
"2033","Q9H9Q2","Homo sapiens",9606
"2034","Q06830","Homo sapiens",9606
"2035","P32119","Homo sapiens",9606
"2036","Q07505","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2037","O75874","Homo sapiens",9606
"2038","Q00402","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2039","P15254","Escherichia coli (strain K12)",83333
"2040","Q96Q11","Homo sapiens",9606
"2041","P21954","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2042","Q96G74","Homo sapiens",9606
"2043","O75157","Homo sapiens",9606
"2044","P22059","Homo sapiens",9606
"2045","Q99436","Homo sapiens",9606
"2046","P76177","Escherichia coli (strain K12)",83333
"2047","Q6NZI2","Homo sapiens",9606
"2048","P31942","Homo sapiens",9606
"2049","P55795","Homo sapiens",9606
"2050","Q8IYB8","Homo sapiens",9606
"2051","O95478","Homo sapiens",9606
"2052","O14776","Homo sapiens",9606
"2053","P53330","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2054","Q9NTZ6","Homo sapiens",9606
"2055","O43684","Homo sapiens",9606
"2056","P0A6K6","Escherichia coli (strain K12)",83333
"2057","Q9UKJ3","Homo sapiens",9606
"2058","P23291","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2059","O00566","Homo sapiens",9606
"2060","Q96KG9","Homo sapiens",9606
"2061","P23921","Homo sapiens",9606
"2062","O00203","Homo sapiens",9606
"2063","P09734","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2064","P0A7W1","Escherichia coli (strain K12)",83333
"2065","O14787","Homo sapiens",9606
"2066","Q96AG4","Homo sapiens",9606
"2067","P60422","Escherichia coli (strain K12)",83333
"2068","Q07362","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2069","P17695","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2070","P37898","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2071","Q99873","Homo sapiens",9606
"2072","P29311","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2073","P23639","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2074","P37296","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2075","P34730","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2076","Q03769","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2077","P04840","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2078","P54198","Homo sapiens",9606
"2079","P26783","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2080","P27816","Homo sapiens",9606
"2081","P0AFG0","Escherichia coli (strain K12)",83333
"2082","P60842","Homo sapiens",9606
"2083","P61960","Homo sapiens",9606
"2084","Q9NNW5","Homo sapiens",9606
"2085","P00519","Homo sapiens",9606
"2086","Q13617","Homo sapiens",9606
"2087","P32379","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2088","P51659","Homo sapiens",9606
"2089","P28274","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2090","Q13492","Homo sapiens",9606
"2091","Q15003","Homo sapiens",9606
"2092","Q96S44","Homo sapiens",9606
"2093","P38353","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2094","P25491","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2095","P41805","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2096","P39931","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2097","Q9H8H2","Homo sapiens",9606
"2098","P50552","Homo sapiens",9606
"2099","Q99216","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2100","P0A6P9","Escherichia coli (strain K12)",83333
"2101","Q9NP92","Homo sapiens",9606
"2102","P08839","Escherichia coli (strain K12)",83333
"2103","Q9NPQ8","Homo sapiens",9606
"2104","P33338","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2105","P05023","Homo sapiens",9606
"2106","P43686","Homo sapiens",9606
"2107","Q96IU4","Homo sapiens",9606
"2108","P11412","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2109","Q8NCE2","Homo sapiens",9606
"2110","Q641Q2","Homo sapiens",9606
"2111","Q9Y4E1","Homo sapiens",9606
"2112","Q9NVE7","Homo sapiens",9606
"2113","P62380","Homo sapiens",9606
"2114","P07711","Homo sapiens",9606
"2115","P0A8V2","Escherichia coli (strain K12)",83333
"2116","Q9BQE3","Homo sapiens",9606
"2117","P09104","Homo sapiens",9606
"2118","P62906","Homo sapiens",9606
"2119","P37095","Escherichia coli (strain K12)",83333
"2120","O60231","Homo sapiens",9606
"2121","Q9NQR4","Homo sapiens",9606
"2122","Q99848","Homo sapiens",9606
"2123","Cont_A0A3Q1M3L6",NA,NA
"2124","P52732","Homo sapiens",9606
"2125","P17709","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2126","O15541","Homo sapiens",9606
"2127","P39076","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2128","P48015","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2129","Cont_P12763",NA,NA
"2130","Q13190","Homo sapiens",9606
"2131","Q9UL45","Homo sapiens",9606
"2132","Q9BRU9","Homo sapiens",9606
"2133","Q7L5Y9","Homo sapiens",9606
"2134","Q14C86","Homo sapiens",9606
"2135","Q8IXH7","Homo sapiens",9606
"2136","P54727","Homo sapiens",9606
"2137","P32628","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2138","Q06210","Homo sapiens",9606
"2139","Q9UHY1","Homo sapiens",9606
"2140","Q96CW5","Homo sapiens",9606
"2141","Q96C23","Homo sapiens",9606
"2142","P40825","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2143","Q12109","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2144","Q96P48","Homo sapiens",9606
"2145","Q8N6R0","Homo sapiens",9606
"2146","Cont_P81948",NA,NA
"2147","P68366","Homo sapiens",9606
"2148","O94874","Homo sapiens",9606
"2149","Q9NWV8","Homo sapiens",9606
"2150","Q14376","Homo sapiens",9606
"2151","Q9ULA0","Homo sapiens",9606
"2152","P61513","Homo sapiens",9606
"2153","O95218","Homo sapiens",9606
"2154","Q8NBF6","Homo sapiens",9606
"2155","Q3E841","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2156","Q13596","Homo sapiens",9606
"2157","Q7Z3B4","Homo sapiens",9606
"2158","P28834","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2159","P07245","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2160","O14802","Homo sapiens",9606
"2161","P47039","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2162","O60678","Homo sapiens",9606
"2163","Q7Z4W1","Homo sapiens",9606
"2164","P0A9K3","Escherichia coli (strain K12)",83333
"2165","Q9UPW6","Homo sapiens",9606
"2166","P82664","Homo sapiens",9606
"2167","P36148","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2168","Q9BT73","Homo sapiens",9606
"2169","Q92878","Homo sapiens",9606
"2170","Q86WB0","Homo sapiens",9606
"2171","O95757","Homo sapiens",9606
"2172","Q12305","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2173","P31787","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2174","O60749","Homo sapiens",9606
"2175","P43490","Homo sapiens",9606
"2176","Q6FIF0","Homo sapiens",9606
"2177","Q9NXU5","Homo sapiens",9606
"2178","P36069","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2179","Q9BRT9","Homo sapiens",9606
"2180","Q86W42","Homo sapiens",9606
"2181","O00170","Homo sapiens",9606
"2182","P22570","Homo sapiens",9606
"2183","P31057","Escherichia coli (strain K12)",83333
"2184","P58107","Homo sapiens",9606
"2185","Q5VWQ0","Homo sapiens",9606
"2186","Q96EK5","Homo sapiens",9606
"2187","P0A7D4","Escherichia coli (strain K12)",83333
"2188","Q12271","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2189","Q99747","Homo sapiens",9606
"2190","P33330","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2191","P33302","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2192","Q9UBD5","Homo sapiens",9606
"2193","Q92890","Homo sapiens",9606
"2194","P20459","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2195","P30043","Homo sapiens",9606
"2196","Q9HD26","Homo sapiens",9606
"2197","Q04917","Homo sapiens",9606
"2198","P27348","Homo sapiens",9606
"2199","P31946","Homo sapiens",9606
"2200","Cont_Q2KJD0",NA,NA
"2201","P07437","Homo sapiens",9606
"2202","P49770","Homo sapiens",9606
"2203","Q12063","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2204","P35573","Homo sapiens",9606
"2205","P32582","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2206","Q68CP9","Homo sapiens",9606
"2207","Q9UHD8","Homo sapiens",9606
"2208","P61916","Homo sapiens",9606
"2209","O14976","Homo sapiens",9606
"2210","P21281","Homo sapiens",9606
"2211","A6NDG6","Homo sapiens",9606
"2212","Q02978","Homo sapiens",9606
"2213","P37902","Escherichia coli (strain K12)",83333
"2214","Q8WXX5","Homo sapiens",9606
"2215","Q96MW1","Homo sapiens",9606
"2216","P23847","Escherichia coli (strain K12)",83333
"2217","Q96EK9","Homo sapiens",9606
"2218","Q9NUQ9","Homo sapiens",9606
"2219","Cont_P32503",NA,NA
"2220","Q15654","Homo sapiens",9606
"2221","Q53GS9","Homo sapiens",9606
"2222","P28070","Homo sapiens",9606
"2223","P00956","Escherichia coli (strain K12)",83333
"2224","Q9UIJ7","Homo sapiens",9606
"2225","Q96EY7","Homo sapiens",9606
"2226","O94776","Homo sapiens",9606
"2227","Q16539","Homo sapiens",9606
"2228","Q8WUB8","Homo sapiens",9606
"2229","Q12189","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2230","P39954","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2231","Q99622","Homo sapiens",9606
"2232","Q9NRX4","Homo sapiens",9606
"2233","P54861","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2234","P05319","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2235","Q96K76","Homo sapiens",9606
"2236","O15270","Homo sapiens",9606
"2237","O14773","Homo sapiens",9606
"2238","Q9BYD6","Homo sapiens",9606
"2239","P67870","Homo sapiens",9606
"2240","P25369","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2241","O76003","Homo sapiens",9606
"2242","Q8WXD5","Homo sapiens",9606
"2243","Q03111","Homo sapiens",9606
"2244","Q8N5N7","Homo sapiens",9606
"2245","P47133","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2246","P13188","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2247","P38009","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2248","O00303","Homo sapiens",9606
"2249","O75531","Homo sapiens",9606
"2250","Q8NBJ7","Homo sapiens",9606
"2251","P47143","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2252","Q14696","Homo sapiens",9606
"2253","P62910","Homo sapiens",9606
"2254","Q14192","Homo sapiens",9606
"2255","P80210","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2256","Q6FI81","Homo sapiens",9606
"2257","Q99439","Homo sapiens",9606
"2258","P53723","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2259","P62979","Homo sapiens",9606
"2260","P49642","Homo sapiens",9606
"2261","O60341","Homo sapiens",9606
"2262","P40302","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2263","Q16881","Homo sapiens",9606
"2264","P38787","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2265","O15371","Homo sapiens",9606
"2266","Q06203","Homo sapiens",9606
"2267","Q9BR76","Homo sapiens",9606
"2268","Q9BV68","Homo sapiens",9606
"2269","Q13867","Homo sapiens",9606
"2270","O74700","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2271","P40525","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2272","P87262","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2273","P28007","Saccharomyces cerevisiae (strain ATCC 204508 / S288c)",559292
"2274","Q13616","Homo sapiens",9606
"2275","P62633","Homo sapiens",9606
"2276","Q8IWS0","Homo sapiens",9606
"2277","Q9H8W4","Homo sapiens",9606
"2278","O00743","Homo sapiens",9606
"2279","P60510","Homo sapiens",9606
"2280","Q9BRP1","Homo sapiens",9606
"2281","P62495","Homo sapiens",9606
"2282","Q7Z7K6","Homo sapiens",9606
"2283","P61160","Homo sapiens",9606
"2284","P48059","Homo sapiens",9606
